;ImageID;Xc;Yc;Orientation;Class;Full_Contain;Occlude;X1;X2;X3;X4;Y1;Y2;Y3;Y4;Xmin;Ymin;Xmax;Ymax;Xmin_rel;Ymin_rel;Xmax_rel;Ymax_rel
844;00000209.txt;109.521031;232.857442;-1.554131;23;1;1;105;115;115;104;217;219;248;248;104;217;115;248;0.203125;0.423828125;0.224609375;0.484375
845;00000209.txt;297.083166;239.062332;1.556512;1;1;1;294;301;302;293;231;230;248;248;293;230;302;248;0.572265625;0.44921875;0.58984375;0.484375
846;00000209.txt;332.734888;219.052276;-1.395685;5;1;0;331;340;335;325;202;204;237;234;325;202;340;237;0.634765625;0.39453125;0.6640625;0.462890625
847;00000210.txt;336.384571;235.073206;1.765038;9;1;0;335;342;339;331;227;228;244;242;331;227;342;244;0.646484375;0.443359375;0.66796875;0.4765625
848;00000210.txt;320.462269;239.713877;-1.274251;11;1;1;320;327;321;315;230;232;251;247;315;230;327;251;0.615234375;0.44921875;0.638671875;0.490234375
849;00000210.txt;297.258915;307.083619;-1.427058;9;1;0;295;303;300;292;297;299;318;316;292;297;303;318;0.5703125;0.580078125;0.591796875;0.62109375
850;00000210.txt;311.580985;268.117984;1.811783;2;1;1;303;314;320;311;282;284;255;252;303;252;320;284;0.591796875;0.4921875;0.625;0.5546875
851;00000210.txt;253.412575;299.082462;1.481603;5;1;0;247;258;261;249;284;284;315;314;247;284;261;315;0.482421875;0.5546875;0.509765625;0.615234375
852;00000210.txt;15.532210;204.455289;0.327098;4;1;0;10;25;21;8;198;202;212;207;8;198;25;212;0.015625;0.38671875;0.048828125;0.4140625
853;00000210.txt;51.057346;289.796419;-2.278228;4;1;0;50;66;51;38;278;294;303;285;38;278;66;303;0.07421875;0.54296875;0.12890625;0.591796875
854;00000210.txt;32.974731;340.683777;1.180878;4;1;1;38;44;30;21;330;347;353;334;21;330;44;353;0.041015625;0.64453125;0.0859375;0.689453125
855;00000210.txt;52.577566;429.598050;-1.858078;23;1;1;49;54;57;52;425;423;435;436;49;423;57;436;0.095703125;0.826171875;0.111328125;0.8515625
856;00000210.txt;53.377682;459.922434;1.511343;10;1;1;48;58;61;47;450;450;471;470;47;450;61;471;0.091796875;0.87890625;0.119140625;0.919921875
857;00000210.txt;68.142230;331.653001;1.169568;10;1;0;70;73;67;63;326;335;337;330;63;326;73;337;0.123046875;0.63671875;0.142578125;0.658203125
858;00000210.txt;134.669102;399.743217;0.024385;2;1;1;120;150;150;119;394;396;405;405;119;394;150;405;0.232421875;0.76953125;0.29296875;0.791015625
859;00000210.txt;314.916765;447.040571;2.789879;2;1;1;300;303;332;326;449;456;446;438;300;438;332;456;0.5859375;0.85546875;0.6484375;0.890625
860;00000210.txt;398.060434;358.031455;2.070792;2;1;0;387;395;411;401;370;374;349;341;387;341;411;374;0.755859375;0.666015625;0.802734375;0.73046875
861;00000210.txt;382.938248;358.431513;1.669377;1;1;1;379;385;388;380;369;371;348;346;379;346;388;371;0.740234375;0.67578125;0.7578125;0.724609375
862;00000210.txt;453.121450;258.698310;1.765955;11;1;0;447;456;460;451;269;271;250;247;447;247;460;271;0.873046875;0.482421875;0.8984375;0.529296875
863;00000210.txt;500.408288;168.603018;-0.688924;9;1;0;506;512;495;490;158;165;179;173;490;158;512;179;0.95703125;0.30859375;1.0;0.349609375
864;00000210.txt;491.046935;190.606200;1.192251;23;1;0;492;500;492;482;180;201;203;180;482;180;500;203;0.94140625;0.3515625;0.9765625;0.396484375
865;00000210.txt;200.690295;294.146525;0.251690;23;1;1;190;215;213;186;287;293;302;295;186;287;215;302;0.36328125;0.560546875;0.419921875;0.58984375
866;00000211.txt;123.748781;138.299615;0.012499;23;1;0;114;134;134;114;135;135;143;142;114;135;134;143;0.22265625;0.263671875;0.26171875;0.279296875
867;00000211.txt;81.568630;109.496988;-0.036129;23;1;0;71;92;92;72;106;105;114;114;71;105;92;114;0.138671875;0.205078125;0.1796875;0.22265625
868;00000211.txt;35.225065;111.339810;3.071287;23;1;0;27;44;45;27;108;107;115;116;27;107;45;116;0.052734375;0.208984375;0.087890625;0.2265625
869;00000211.txt;41.299554;127.106177;1.451956;1;1;0;37;45;47;38;119;119;135;136;37;119;47;136;0.072265625;0.232421875;0.091796875;0.265625
870;00000211.txt;58.908743;113.114379;-3.130841;1;1;0;48;70;72;47;109;109;118;117;47;109;72;118;0.091796875;0.212890625;0.140625;0.23046875
871;00000211.txt;60.615060;131.815611;2.789776;11;1;0;49;69;73;53;133;126;131;139;49;126;73;139;0.095703125;0.24609375;0.142578125;0.271484375
872;00000211.txt;83.752715;120.280910;2.852322;9;1;0;72;93;96;75;121;114;121;127;72;114;96;127;0.140625;0.22265625;0.1875;0.248046875
873;00000211.txt;123.202760;111.408062;-0.641109;1;1;0;113;130;134;117;115;102;109;121;113;102;134;121;0.220703125;0.19921875;0.26171875;0.236328125
874;00000211.txt;13.289061;335.109108;0.163095;1;1;0;5;24;23;3;330;332;342;338;3;330;24;342;0.005859375;0.64453125;0.046875;0.66796875
875;00000212.txt;51.635154;446.423673;-3.129966;11;1;0;41;63;62;41;442;443;451;451;41;442;63;451;0.080078125;0.86328125;0.123046875;0.880859375
876;00000212.txt;37.821300;373.007803;-1.570796;2;1;1;34;42;44;32;358;360;388;387;32;358;44;388;0.0625;0.69921875;0.0859375;0.7578125
877;00000212.txt;143.837319;378.860707;-1.373401;1;1;0;143;148;147;139;371;373;387;385;139;371;148;387;0.271484375;0.724609375;0.2890625;0.755859375
878;00000212.txt;137.644902;437.331416;-3.107124;11;1;0;126;148;149;128;433;433;443;441;126;433;149;443;0.24609375;0.845703125;0.291015625;0.865234375
879;00000212.txt;204.277335;393.982240;0.079830;2;1;0;189;220;220;189;388;390;401;398;189;388;220;401;0.369140625;0.7578125;0.4296875;0.783203125
880;00000213.txt;79.201117;172.419372;1.430314;4;1;0;68;88;93;70;161;159;184;186;68;159;93;186;0.1328125;0.310546875;0.181640625;0.36328125
881;00000214.txt;259.197812;125.999313;0.134521;5;1;0;243;276;276;243;119;123;134;129;243;119;276;134;0.474609375;0.232421875;0.5390625;0.26171875
882;00000214.txt;153.542037;476.169529;1.818478;11;1;0;152;161;156;146;465;466;488;486;146;465;161;488;0.28515625;0.908203125;0.314453125;0.953125
883;00000215.txt;437.514418;14.200674;2.848004;23;1;0;447;450;429;425;7;15;21;14;425;7;450;21;0.830078125;0.013671875;0.87890625;0.041015625
884;00000216.txt;42.966624;302.519377;-3.128607;2;1;0;23;63;62;25;296;296;310;309;23;296;63;310;0.044921875;0.578125;0.123046875;0.60546875
885;00000217.txt;380.169146;330.073727;-3.141592;2;1;0;366;395;395;365;325;325;335;336;365;325;395;336;0.712890625;0.634765625;0.771484375;0.65625
886;00000217.txt;257.268139;261.780030;1.665748;11;1;1;254;263;262;251;252;251;272;273;251;251;263;273;0.490234375;0.490234375;0.513671875;0.533203125
887;00000217.txt;256.438661;309.475021;-1.554269;2;1;1;252;262;262;251;294;295;326;323;251;294;262;326;0.490234375;0.57421875;0.51171875;0.63671875
888;00000217.txt;181.785631;289.844039;1.542766;5;1;0;175;189;188;177;276;277;303;304;175;276;189;304;0.341796875;0.5390625;0.369140625;0.59375
889;00000218.txt;89.846238;488.459695;-3.108990;11;1;0;79;102;101;78;484;485;493;493;78;484;102;493;0.15234375;0.9453125;0.19921875;0.962890625
890;00000218.txt;367.958571;268.975361;3.132502;11;1;0;355;382;382;354;264;264;274;274;354;264;382;274;0.69140625;0.515625;0.74609375;0.53515625
891;00000218.txt;411.610483;12.075591;-3.095648;11;1;0;401;423;422;401;7;8;17;16;401;7;423;17;0.783203125;0.013671875;0.826171875;0.033203125
892;00000218.txt;437.348533;13.605961;3.130604;11;1;0;427;449;449;425;10;10;17;18;425;10;449;18;0.830078125;0.01953125;0.876953125;0.03515625
893;00000219.txt;56.997310;163.718412;-1.552617;2;1;0;53;63;62;51;137;136;192;191;51;136;63;192;0.099609375;0.265625;0.123046875;0.375
894;00000219.txt;436.434946;101.558958;-3.071003;2;1;0;400;474;474;399;94;100;109;105;399;94;474;109;0.779296875;0.18359375;0.92578125;0.212890625
895;00000219.txt;276.175867;296.247210;-3.043548;4;1;0;270;285;283;268;290;292;302;301;268;290;285;302;0.5234375;0.56640625;0.556640625;0.58984375
896;00000219.txt;387.853613;399.028550;1.602532;2;1;0;382;393;393;384;415;415;383;384;382;383;393;415;0.74609375;0.748046875;0.767578125;0.810546875
897;00000219.txt;267.472002;446.211240;1.367751;23;1;0;263;269;272;267;438;438;455;455;263;438;272;455;0.513671875;0.85546875;0.53125;0.888671875
898;00000219.txt;242.571450;437.114729;1.476341;5;1;0;236;247;250;238;426;425;449;449;236;425;250;449;0.4609375;0.830078125;0.48828125;0.876953125
899;00000219.txt;254.056945;466.425710;-1.561088;5;1;0;250;259;260;249;454;454;480;479;249;454;260;480;0.486328125;0.88671875;0.5078125;0.9375
900;00000219.txt;104.778637;512.757407;0.109451;1;0;1;94;116;117;93;506;509;519;517;93;506;117;519;0.181640625;0.98828125;0.228515625;1.013671875
901;00000220.txt;200.473745;359.609344;0.347888;11;1;0;191;212;212;187;351;359;369;360;187;351;212;369;0.365234375;0.685546875;0.4140625;0.720703125
902;00000221.txt;62.998853;433.553757;-1.570796;1;1;0;60;67;68;59;426;427;442;440;59;426;68;442;0.115234375;0.83203125;0.1328125;0.86328125
903;00000221.txt;105.204927;1.827637;0.075941;11;0;1;93;117;117;95;5;6;-1;-3;93;-3;117;6;0.181640625;-0.005859375;0.228515625;0.01171875
904;00000222.txt;176.518395;266.681604;0.049465;11;1;0;164;190;189;164;263;263;272;270;164;263;190;272;0.3203125;0.513671875;0.37109375;0.53125
905;00000222.txt;224.970238;251.446409;3.059305;11;1;0;212;237;238;214;249;247;254;257;212;247;238;257;0.4140625;0.482421875;0.46484375;0.501953125
906;00000222.txt;160.890879;228.757085;0.000000;5;1;1;150;172;172;150;224;224;234;234;150;224;172;234;0.29296875;0.4375;0.3359375;0.45703125
907;00000222.txt;131.597456;226.860859;-0.000000;1;1;1;122;142;142;122;223;223;231;231;122;223;142;231;0.23828125;0.435546875;0.27734375;0.451171875
908;00000223.txt;391.371851;151.129136;1.610250;4;1;0;384;400;399;384;142;142;161;161;384;142;400;161;0.75;0.27734375;0.78125;0.314453125
909;00000223.txt;280.873478;189.151281;1.492306;5;1;0;276;285;286;278;178;178;201;200;276;178;286;201;0.5390625;0.34765625;0.55859375;0.392578125
910;00000223.txt;267.158746;189.597288;1.551191;5;1;0;274;262;261;273;202;203;177;177;261;177;274;203;0.509765625;0.345703125;0.53515625;0.396484375
911;00000223.txt;253.890021;188.705274;-1.677062;1;1;0;248;258;258;252;180;179;198;198;248;179;258;198;0.484375;0.349609375;0.50390625;0.38671875
912;00000223.txt;350.673661;234.867056;0.011834;5;1;0;330;372;372;329;231;231;240;239;329;231;372;240;0.642578125;0.451171875;0.7265625;0.46875
913;00000223.txt;272.970766;371.100074;-1.465919;5;1;0;269;281;279;264;352;353;391;390;264;352;281;391;0.515625;0.6875;0.548828125;0.763671875
914;00000223.txt;82.426892;430.519115;0.040794;11;1;0;70;95;95;71;428;428;435;433;70;428;95;435;0.13671875;0.8359375;0.185546875;0.849609375
915;00000223.txt;76.071285;447.801908;0.463648;1;1;0;71;87;82;66;440;449;455;448;66;440;87;455;0.12890625;0.859375;0.169921875;0.888671875
916;00000224.txt;52.041369;187.652619;3.130604;11;1;0;41;64;64;41;184;184;191;192;41;184;64;192;0.080078125;0.359375;0.125;0.375
917;00000224.txt;60.711280;208.342177;1.517513;11;1;0;57;64;65;58;199;199;218;218;57;199;65;218;0.111328125;0.388671875;0.126953125;0.42578125
918;00000224.txt;32.928158;203.941541;-0.014084;1;1;0;24;42;42;24;201;201;208;208;24;201;42;208;0.046875;0.392578125;0.08203125;0.40625
919;00000224.txt;90.782922;106.492913;-0.010869;11;1;0;80;102;103;79;103;102;111;111;79;102;103;111;0.154296875;0.19921875;0.201171875;0.216796875
920;00000224.txt;131.761595;244.829132;0.067314;4;1;0;122;143;143;120;236;236;255;252;120;236;143;255;0.234375;0.4609375;0.279296875;0.498046875
921;00000224.txt;42.220247;290.550895;-1.526707;4;1;0;36;48;49;36;298;300;283;281;36;281;49;300;0.0703125;0.548828125;0.095703125;0.5859375
922;00000225.txt;45.724047;298.719640;-2.297439;4;1;0;44;56;48;36;290;302;309;295;36;290;56;309;0.0703125;0.56640625;0.109375;0.603515625
923;00000225.txt;67.876503;312.261896;0.771315;10;1;0;66;75;70;61;306;315;319;310;61;306;75;319;0.119140625;0.59765625;0.146484375;0.623046875
924;00000225.txt;346.619979;186.782551;1.294469;4;1;0;339;350;354;344;179;178;195;196;339;178;354;196;0.662109375;0.34765625;0.69140625;0.3828125
925;00000226.txt;364.534313;181.800430;0.526111;4;1;0;361;376;369;353;171;178;193;185;353;171;376;193;0.689453125;0.333984375;0.734375;0.376953125
926;00000226.txt;295.772730;193.406286;-2.797624;4;1;0;289;306;302;286;185;191;202;196;286;185;306;202;0.55859375;0.361328125;0.59765625;0.39453125
927;00000227.txt;136.009331;228.279389;-2.117258;23;1;0;133;148;139;125;213;238;244;220;125;213;148;244;0.244140625;0.416015625;0.2890625;0.4765625
928;00000227.txt;57.545448;231.565834;-0.437338;1;1;0;65;70;51;45;223;232;240;233;45;223;70;240;0.087890625;0.435546875;0.13671875;0.46875
929;00000227.txt;407.321724;105.932398;-0.372269;5;1;0;418;423;399;390;96;106;118;104;390;96;423;118;0.76171875;0.1875;0.826171875;0.23046875
930;00000228.txt;165.701017;12.401153;-3.129829;4;1;0;155;177;176;155;5;5;20;20;155;5;177;20;0.302734375;0.009765625;0.345703125;0.0390625
931;00000228.txt;350.525081;76.897690;1.636816;2;1;0;344;355;357;347;91;93;62;62;344;62;357;93;0.671875;0.12109375;0.697265625;0.181640625
932;00000228.txt;366.236805;75.767350;1.657877;2;1;0;362;374;372;358;60;60;92;91;358;60;374;92;0.69921875;0.1171875;0.73046875;0.1796875
933;00000229.txt;439.671750;139.646880;0.119000;11;1;0;429;452;451;428;134;138;145;143;428;134;452;145;0.8359375;0.26171875;0.8828125;0.283203125
934;00000230.txt;369.569072;110.710150;-1.570796;5;1;0;364;376;376;364;99;99;123;122;364;99;376;123;0.7109375;0.193359375;0.734375;0.240234375
935;00000230.txt;340.909405;150.932085;-1.519820;5;1;0;336;347;347;334;140;138;163;164;334;138;347;164;0.65234375;0.26953125;0.677734375;0.3203125
936;00000230.txt;435.498604;227.562867;-0.244979;11;1;0;426;443;446;428;227;222;229;233;426;222;446;233;0.83203125;0.43359375;0.87109375;0.455078125
937;00000230.txt;473.014476;232.236975;0.132552;11;1;0;464;484;482;464;228;229;239;235;464;228;484;239;0.90625;0.4453125;0.9453125;0.466796875
938;00000230.txt;506.468865;193.169427;0.029694;11;0;1;493;520;519;495;189;190;197;197;493;189;520;197;0.962890625;0.369140625;1.015625;0.384765625
939;00000230.txt;109.423445;403.968431;3.068042;11;1;0;97;121;122;98;401;399;408;409;97;399;122;409;0.189453125;0.779296875;0.23828125;0.798828125
940;00000231.txt;113.321275;361.856912;0.040961;5;1;0;98;129;129;99;355;356;369;368;98;355;129;369;0.19140625;0.693359375;0.251953125;0.720703125
941;00000231.txt;99.145196;494.861833;0.173801;5;1;0;83;116;115;83;487;493;503;498;83;487;116;503;0.162109375;0.951171875;0.2265625;0.982421875
942;00000232.txt;350.165669;132.498376;3.141592;11;1;0;337;363;364;338;129;129;136;136;337;129;364;136;0.658203125;0.251953125;0.7109375;0.265625
943;00000233.txt;269.368314;227.088768;1.561088;11;1;0;264;275;275;265;214;215;241;240;264;214;275;241;0.515625;0.41796875;0.537109375;0.470703125
944;00000233.txt;363.984981;72.714209;1.570796;23;1;0;358;371;370;359;58;57;90;88;358;57;371;90;0.69921875;0.111328125;0.724609375;0.17578125
945;00000234.txt;212.275880;74.553281;-1.494024;1;1;0;210;217;216;207;65;65;85;84;207;65;217;85;0.404296875;0.126953125;0.423828125;0.166015625
946;00000235.txt;87.125845;198.369393;1.639183;11;1;0;84;92;91;83;189;190;208;208;83;189;92;208;0.162109375;0.369140625;0.1796875;0.40625
947;00000235.txt;41.213535;154.702183;-3.114203;1;1;0;32;51;51;33;152;152;158;158;32;152;51;158;0.0625;0.296875;0.099609375;0.30859375
948;00000236.txt;217.158974;98.531673;0.050590;4;1;0;208;228;227;207;92;93;105;105;207;92;228;105;0.404296875;0.1796875;0.4453125;0.205078125
949;00000237.txt;35.606754;103.628529;-1.560487;11;1;0;31;41;41;31;92;92;116;116;31;92;41;116;0.060546875;0.1796875;0.080078125;0.2265625
950;00000237.txt;20.599211;107.189641;-1.540037;1;1;0;17;25;25;16;100;99;115;116;16;99;25;116;0.03125;0.193359375;0.048828125;0.2265625
951;00000237.txt;66.808877;122.281973;-1.476955;1;1;0;63;73;71;61;111;112;133;133;61;111;73;133;0.119140625;0.216796875;0.142578125;0.259765625
952;00000238.txt;56.913119;408.110166;1.637365;11;1;0;53;63;61;52;397;397;419;420;52;397;63;420;0.1015625;0.775390625;0.123046875;0.8203125
953;00000238.txt;369.366399;407.995642;-1.580600;11;1;0;366;373;374;365;396;395;422;420;365;395;374;422;0.712890625;0.771484375;0.73046875;0.82421875
954;00000238.txt;379.598327;369.077777;1.535927;11;1;0;375;384;384;377;358;359;380;380;375;358;384;380;0.732421875;0.69921875;0.75;0.7421875
955;00000239.txt;444.325552;270.068714;-0.297700;11;1;0;454;457;435;432;263;271;277;271;432;263;457;277;0.84375;0.513671875;0.892578125;0.541015625
956;00000240.txt;285.795765;73.007982;-0.165149;10;1;0;275;292;299;278;69;67;77;81;275;67;299;81;0.537109375;0.130859375;0.583984375;0.158203125
957;00000240.txt;236.833461;84.954785;-0.013333;1;1;0;228;247;246;228;83;83;88;88;228;83;247;88;0.4453125;0.162109375;0.482421875;0.171875
958;00000240.txt;298.515075;222.598580;1.715838;1;1;0;297;304;301;294;212;212;234;234;294;212;304;234;0.57421875;0.4140625;0.59375;0.45703125
959;00000241.txt;29.675150;293.964110;-0.012986;1;1;0;20;39;40;20;291;290;298;297;20;290;40;298;0.0390625;0.56640625;0.078125;0.58203125
960;00000241.txt;405.398308;269.325049;0.671735;5;1;0;393;424;418;388;254;278;285;261;388;254;424;285;0.7578125;0.49609375;0.828125;0.556640625
961;00000241.txt;489.195920;344.163543;0.477345;5;1;0;481;503;498;476;334;345;355;343;476;334;503;355;0.9296875;0.65234375;0.982421875;0.693359375
962;00000241.txt;469.425898;368.859651;0.585780;5;1;0;460;485;480;454;356;373;382;365;454;356;485;382;0.88671875;0.6953125;0.947265625;0.74609375
963;00000242.txt;18.743420;317.836218;-1.152572;23;1;0;19;26;19;12;309;312;328;324;12;309;26;328;0.0234375;0.603515625;0.05078125;0.640625
964;00000242.txt;111.441037;173.081327;-0.510488;1;1;1;103;107;120;116;175;179;172;168;103;168;120;179;0.201171875;0.328125;0.234375;0.349609375
965;00000243.txt;135.064120;54.104951;1.981861;11;1;0;135;144;134;128;43;46;66;62;128;43;144;66;0.25;0.083984375;0.28125;0.12890625
966;00000244.txt;381.159404;257.880087;-1.532720;5;1;0;376;388;387;375;244;246;273;270;375;244;388;273;0.732421875;0.4765625;0.7578125;0.533203125
967;00000244.txt;324.518378;259.360898;-1.486784;1;1;0;321;331;329;319;248;248;272;271;319;248;331;272;0.623046875;0.484375;0.646484375;0.53125
968;00000245.txt;145.047751;90.482962;-1.570796;1;1;0;142;149;149;142;82;81;100;100;142;81;149;100;0.27734375;0.158203125;0.291015625;0.1953125
969;00000245.txt;161.403548;109.666631;-0.011235;11;1;0;151;172;173;150;106;105;114;114;150;105;173;114;0.29296875;0.205078125;0.337890625;0.22265625
970;00000246.txt;220.800098;142.141561;-1.720356;4;1;0;228;231;214;211;133;151;152;134;211;133;231;152;0.412109375;0.259765625;0.451171875;0.296875
971;00000246.txt;367.767868;241.231509;1.570796;11;1;0;363;373;374;362;230;230;254;252;362;230;374;254;0.70703125;0.44921875;0.73046875;0.49609375
972;00000246.txt;329.725054;381.330346;3.082139;11;1;0;319;341;340;320;379;378;384;385;319;378;341;385;0.623046875;0.73828125;0.666015625;0.751953125
973;00000246.txt;298.200496;382.770554;-3.109346;11;1;0;311;288;286;309;388;386;379;379;286;379;311;388;0.55859375;0.740234375;0.607421875;0.7578125
974;00000247.txt;49.735961;77.105292;-1.597457;1;1;0;45;55;55;46;67;69;86;87;45;67;55;87;0.087890625;0.130859375;0.107421875;0.169921875
975;00000248.txt;23.422306;52.459937;1.543280;11;1;0;18;28;29;19;39;39;66;66;18;39;29;66;0.03515625;0.076171875;0.056640625;0.12890625
976;00000248.txt;127.130435;361.456854;1.558602;1;1;0;124;131;132;123;351;352;372;372;123;351;132;372;0.240234375;0.685546875;0.2578125;0.7265625
977;00000248.txt;433.328738;395.617016;1.555413;10;1;0;430;437;438;429;388;388;405;403;429;388;438;405;0.837890625;0.7578125;0.85546875;0.791015625
978;00000248.txt;426.317575;451.829323;0.009901;11;1;0;414;439;440;414;447;447;457;457;414;447;440;457;0.80859375;0.873046875;0.859375;0.892578125
979;00000249.txt;328.841391;10.607916;-0.645958;1;1;0;335;340;324;318;2;8;20;14;318;2;340;20;0.62109375;0.00390625;0.6640625;0.0390625
980;00000250.txt;120.278101;223.813071;1.644736;11;1;0;117;125;124;116;213;215;234;234;116;213;125;234;0.2265625;0.416015625;0.244140625;0.45703125
981;00000250.txt;306.876235;279.917691;1.570796;1;1;0;303;311;311;303;270;271;289;290;303;270;311;290;0.591796875;0.52734375;0.607421875;0.56640625
982;00000251.txt;111.197385;16.187230;-0.014084;9;1;0;102;120;121;103;12;12;20;21;102;12;121;21;0.19921875;0.0234375;0.236328125;0.041015625
983;00000251.txt;384.864895;61.777702;1.498197;11;1;0;379;389;391;381;50;47;75;76;379;47;391;76;0.740234375;0.091796875;0.763671875;0.1484375
984;00000251.txt;395.637796;64.776345;1.581106;11;1;0;393;399;401;391;53;53;78;77;391;53;401;78;0.763671875;0.103515625;0.783203125;0.15234375
985;00000251.txt;360.653633;50.338437;1.319106;1;1;0;354;363;367;359;43;41;59;60;354;41;367;60;0.69140625;0.080078125;0.716796875;0.1171875
986;00000251.txt;362.541667;85.322599;-1.570796;5;1;0;358;368;369;357;66;66;106;105;357;66;369;106;0.697265625;0.12890625;0.720703125;0.20703125
987;00000251.txt;189.837068;487.039191;-1.587189;2;1;0;184;195;196;185;472;472;503;502;184;472;196;503;0.359375;0.921875;0.3828125;0.982421875
988;00000251.txt;460.660700;92.414650;-1.587189;1;1;0;456;463;466;458;84;83;101;102;456;83;466;102;0.890625;0.162109375;0.91015625;0.19921875
989;00000252.txt;15.356662;135.735859;1.161888;1;1;0;15;22;16;9;127;142;145;130;9;127;22;145;0.017578125;0.248046875;0.04296875;0.283203125
990;00000253.txt;456.671218;183.458580;-1.594048;9;1;0;453;461;461;453;173;173;194;194;453;173;461;194;0.884765625;0.337890625;0.900390625;0.37890625
991;00000253.txt;470.434999;186.115680;-1.606926;11;1;1;466;474;475;467;176;176;197;196;466;176;475;197;0.91015625;0.34375;0.927734375;0.384765625
992;00000253.txt;364.598800;415.621103;-1.041915;11;1;0;366;375;363;355;404;409;427;424;355;404;375;427;0.693359375;0.7890625;0.732421875;0.833984375
993;00000254.txt;38.360585;54.479931;2.838022;11;1;0;27;48;50;29;55;48;55;61;27;48;50;61;0.052734375;0.09375;0.09765625;0.119140625
994;00000254.txt;205.358679;151.987294;-1.446441;1;1;0;203;210;208;201;144;145;161;159;201;144;210;161;0.392578125;0.28125;0.41015625;0.314453125
995;00000255.txt;79.349198;188.043123;-0.645816;1;1;1;86;90;73;69;179;185;197;192;69;179;90;197;0.134765625;0.349609375;0.17578125;0.384765625
996;00000255.txt;440.088893;346.867023;-1.095786;10;1;0;440;445;442;434;342;344;353;350;434;342;445;353;0.84765625;0.66796875;0.869140625;0.689453125
997;00000255.txt;469.075771;399.620919;-1.558602;10;1;0;462;477;477;462;390;389;410;410;462;389;477;410;0.90234375;0.759765625;0.931640625;0.80078125
998;00000256.txt;183.933872;266.422814;2.987885;4;1;0;192;194;176;174;260;270;273;263;174;260;194;273;0.33984375;0.5078125;0.37890625;0.533203125
999;00000256.txt;107.240202;8.144666;-1.547812;1;0;1;103;112;112;104;19;19;-3;-3;103;-3;112;19;0.201171875;-0.005859375;0.21875;0.037109375
1000;00000257.txt;386.918446;483.522264;-3.109346;11;1;0;376;399;399;375;479;479;489;488;375;479;399;489;0.732421875;0.935546875;0.779296875;0.955078125
1001;00000257.txt;356.709899;484.929035;2.695487;1;1;0;364;367;350;347;478;484;492;486;347;478;367;492;0.677734375;0.93359375;0.716796875;0.9609375
1002;00000257.txt;340.198854;460.051408;-3.141592;1;1;0;330;350;351;331;456;457;464;464;330;456;351;464;0.64453125;0.890625;0.685546875;0.90625
1003;00000258.txt;458.155014;85.259306;-0.000000;1;1;0;449;467;468;449;82;82;89;89;449;82;468;89;0.876953125;0.16015625;0.9140625;0.173828125
1004;00000259.txt;392.523435;29.401678;-3.025611;11;1;0;379;407;404;381;24;27;35;32;379;24;407;35;0.740234375;0.046875;0.794921875;0.068359375
1005;00000259.txt;311.719513;132.140115;0.561163;1;1;0;305;323;318;302;124;136;140;130;302;124;323;140;0.58984375;0.2421875;0.630859375;0.2734375
1006;00000259.txt;318.229111;152.517987;-0.000000;1;1;1;309;328;328;308;149;149;157;157;308;149;328;157;0.6015625;0.291015625;0.640625;0.306640625
1007;00000259.txt;258.369113;87.138981;0.625109;5;1;0;250;274;267;243;74;92;100;83;243;74;274;100;0.474609375;0.14453125;0.53515625;0.1953125
1008;00000260.txt;41.187860;180.252743;-3.099065;23;1;1;30;53;53;30;175;177;185;185;30;175;53;185;0.05859375;0.341796875;0.103515625;0.361328125
1009;00000261.txt;317.623650;383.973542;1.366155;5;1;0;321;327;315;309;369;397;398;373;309;369;327;398;0.603515625;0.720703125;0.638671875;0.77734375
1010;00000261.txt;284.478880;448.795540;-1.524852;11;1;0;282;289;289;280;438;438;460;460;280;438;289;460;0.546875;0.85546875;0.564453125;0.8984375
1011;00000261.txt;484.650785;99.014131;-0.807951;11;1;0;489;497;480;473;87;94;111;105;473;87;497;111;0.923828125;0.169921875;0.970703125;0.216796875
1012;00000261.txt;503.468432;97.075343;2.301703;11;1;0;508;513;499;495;87;93;107;102;495;87;513;107;0.966796875;0.169921875;1.001953125;0.208984375
1013;00000261.txt;465.605047;147.141687;-1.363300;1;1;0;465;471;468;460;138;138;158;156;460;138;471;158;0.8984375;0.26953125;0.919921875;0.30859375
1014;00000261.txt;378.245549;141.325323;3.010766;1;1;0;370;387;389;368;139;137;144;146;368;137;389;146;0.71875;0.267578125;0.759765625;0.28515625
1015;00000261.txt;379.614106;54.079873;3.057455;1;1;0;370;390;390;369;51;50;57;59;369;50;390;59;0.720703125;0.09765625;0.76171875;0.115234375
1016;00000262.txt;60.428677;197.032961;0.023995;5;1;0;45;76;77;45;192;193;202;202;45;192;77;202;0.087890625;0.375;0.150390625;0.39453125
1017;00000262.txt;123.855378;150.207275;1.582561;1;1;0;120;129;129;119;140;140;162;160;119;140;129;162;0.232421875;0.2734375;0.251953125;0.31640625
1018;00000262.txt;201.893600;4.400253;-0.484478;1;0;1;193;197;211;207;6;11;3;-2;193;-2;211;11;0.376953125;-0.00390625;0.412109375;0.021484375
1019;00000262.txt;429.786267;31.397029;-1.119727;23;1;1;424;429;437;431;39;41;26;22;424;22;437;41;0.828125;0.04296875;0.853515625;0.080078125
1020;00000263.txt;210.744913;168.097553;0.036748;23;1;1;194;228;228;194;163;164;174;172;194;163;228;174;0.37890625;0.318359375;0.4453125;0.33984375
